,movie_name,year,time_in_min,genres,rating,votes,grosses
584,Gake no ue no Ponyo,2008,101 min,"
Animation, Adventure, Comedy            ",7.7,"112,917",$15.09M
585,Midnight Express,1978,121 min,"
Biography, Crime, Drama            ",7.6,"69,276",$35.00M
586,The Man Who Shot Liberty Valance,1962,123 min,"
Drama, Western            ",8.1,"65,339",-
587,Roman Holiday,1953,118 min,"
Comedy, Romance            ",8.0,"121,608",-
588,The Nightmare Before Christmas,1993,76 min,"
Animation, Family, Fantasy            ",8.0,"280,043",$75.08M
589,The Last Picture Show,1971,118 min,"
Drama, Romance            ",8.0,"39,638",$29.13M
590,Cool Hand Luke,1967,127 min,"
Crime, Drama            ",8.1,"154,699",$16.22M
591,The Insider,1999,157 min,"
Biography, Drama, Thriller            ",7.8,"154,214",$28.97M
592,Gandhi,1982,191 min,"
Biography, Drama, History            ",8.0,"212,037",$52.77M
593,A Little Princess,1995,97 min,"
Drama, Family, Fantasy            ",7.7,"30,689",$10.02M
594,I Am Sam,2001,132 min,"
Drama            ",7.7,"139,064",$40.31M
595,Kaguyahime no monogatari,2013,137 min,"
Animation, Adventure, Drama            ",8.0,"32,702",$1.51M
596,Witness for the Prosecution,1957,116 min,"
Crime, Drama, Film-Noir            ",8.4,"99,593",$8.18M
597,Falling Down,1993,113 min,"
Crime, Drama, Thriller            ",7.6,"162,163",$40.90M
598,All the President's Men,1976,138 min,"
Biography, Drama, History            ",8.0,"97,032",$70.60M
599,Der Name der Rose,1986,130 min,"
Crime, Drama, Mystery            ",7.7,"97,434",$7.15M
600,Doctor Zhivago,1965,197 min,"
Drama, Romance, War            ",8.0,"66,765",$111.72M
601,Rashômon,1950,88 min,"
Crime, Drama, Mystery            ",8.2,"142,931",$0.10M
602,Charade,1963,113 min,"
Comedy, Mystery, Romance            ",7.9,"63,518",$13.47M
603,Mommy,2014,139 min,"
Drama            ",8.1,"46,244",$3.49M
604,Pâfekuto burû,1997,81 min,"
Animation, Horror, Mystery            ",8.0,"49,708",$0.78M
605,Låt den rätte komma in,2008,114 min,"
Drama, Horror, Romance            ",7.9,"199,799",$2.12M
606,Cinderella Man,2005,144 min,"
Biography, Drama, History            ",8.0,"170,672",$61.65M
607,The Artist,2011,100 min,"
Comedy, Drama, Romance            ",7.9,"223,039",$44.67M
608,The King of Comedy,1982,109 min,"
Comedy, Crime, Drama            ",7.8,"79,539",$2.50M
609,Rebecca,1940,130 min,"
Drama, Mystery, Romance            ",8.1,"115,737",$4.36M
610,8½,1963,138 min,"
Drama            ",8.0,"103,281",$0.05M
611,Drishyam,2015,163 min,"
Crime, Drama, Mystery            ",8.2,"60,728",$0.74M
612,This Is England,2006,101 min,"
Crime, Drama            ",7.7,"112,589",$0.33M
613,Persona,1966,85 min,"
Drama, Thriller            ",8.1,"93,597",-
614,À bout de souffle,1960,90 min,"
Crime, Drama            ",7.9,"68,369",$0.34M
615,Days of Heaven,1978,94 min,"
Drama, Romance            ",7.9,"48,748",-
616,On the Waterfront,1954,108 min,"
Crime, Drama, Thriller            ",8.1,"134,445",$9.60M
617,Rushmore,1998,93 min,"
Comedy, Drama            ",7.7,"162,431",$17.11M
618,"Synecdoche, New York",2008,124 min,"
Comedy, Drama            ",7.6,"76,672",$3.08M
619,Glengarry Glen Ross,1992,100 min,"
Crime, Drama, Mystery            ",7.7,"91,617",$10.73M
620,Rebel Without a Cause,1955,111 min,"
Drama            ",7.7,"79,474",-
621,Miller's Crossing,1990,115 min,"
Crime, Drama, Thriller            ",7.8,"121,582",$5.08M
622,My Fair Lady,1964,170 min,"
Drama, Family, Musical            ",7.8,"82,890",$72.00M
623,Kis Uykusu,2014,196 min,"
Drama            ",8.2,"40,701",$0.17M
624,Short Term 12,2013,96 min,"
Drama            ",8.0,"77,103",$1.01M
625,What Ever Happened to Baby Jane?,1962,134 min,"
Drama, Horror, Thriller            ",8.1,"47,398",$4.05M
626,Funny Games,1997,108 min,"
Crime, Drama, Thriller            ",7.6,"60,155",-
627,Chaplin,1992,143 min,"
Biography, Comedy, Drama            ",7.6,"51,345",$9.49M
628,Chung Hing sam lam,1994,102 min,"
Comedy, Crime, Drama            ",8.1,"56,881",$0.60M
629,Serbuan Maut 2: Berandal,2014,150 min,"
Action, Crime, Thriller            ",8.0,"108,875",$2.63M
630,In the Heat of the Night,1967,110 min,"
Crime, Drama, Mystery            ",7.9,"63,645",$24.38M
631,A Man for All Seasons,1966,120 min,"
Biography, Drama, History            ",7.7,"29,532",$28.35M
632,Bãhubali: The Beginning,2015,159 min,"
Action, Drama            ",8.1,"97,219",$6.74M
633,Kurenai no buta,1992,94 min,"
Animation, Adventure, Comedy            ",7.7,"68,977",-
634,The Searchers,1956,119 min,"
Adventure, Drama, Western            ",7.9,"76,231",-
635,Dangerous Liaisons,1988,119 min,"
Drama, Romance            ",7.6,"61,901",$34.70M
636,Rope,1948,80 min,"
Crime, Drama, Mystery            ",8.0,"121,281",-
637,Der Himmel über Berlin,1987,128 min,"
Drama, Fantasy, Romance            ",8.0,"60,850",$3.33M
638,Perfetti sconosciuti,2016,96 min,"
Comedy, Drama            ",7.8,"51,136",-
639,Manhattan,1979,96 min,"
Comedy, Drama, Romance            ",7.9,"126,111",$45.70M
640,National Lampoon's Christmas Vacation,1989,97 min,"
Comedy            ",7.6,"146,630",$71.32M
641,Blood Simple,1984,99 min,"
Crime, Drama, Thriller            ",7.6,"82,829",$2.15M
642,Evil Dead II,1987,84 min,"
Comedy, Horror            ",7.8,"141,736",$5.92M
643,Naked,1993,132 min,"
Comedy, Drama            ",7.8,"31,987",$1.77M
644,Shane,1953,118 min,"
Drama, Western            ",7.6,"35,141",$20.00M
645,The Muppet Movie,1979,95 min,"
Adventure, Comedy, Family            ",7.6,"30,939",$76.66M
646,La dolce vita,1960,174 min,"
Comedy, Drama            ",8.0,"62,177",$19.52M
647,Zerkalo,1975,107 min,"
Biography, Drama            ",8.1,"35,724",$0.18M
648,Modern Times,1936,87 min,"
Comedy, Drama, Family            ",8.5,"203,596",$0.16M
649,The Last Emperor,1987,163 min,"
Biography, Drama, History            ",7.7,"88,967",$43.98M
650,Kung fu,2004,99 min,"
Action, Comedy, Fantasy            ",7.7,"121,483",$17.11M
651,The Bridges of Madison County,1995,135 min,"
Drama, Romance            ",7.6,"68,688",$71.52M
652,Le locataire,1976,126 min,"
Drama, Thriller            ",7.7,"36,775",$1.92M
653,21 Grams,2003,124 min,"
Crime, Drama, Thriller            ",7.7,"217,938",$16.25M
654,Finding Neverland,2004,106 min,"
Biography, Drama, Family            ",7.7,"194,154",$51.68M
655,How to Train Your Dragon 2,2014,102 min,"
Animation, Action, Adventure            ",7.8,"292,112",$177.00M
656,The Third Man,1949,104 min,"
Film-Noir, Mystery, Thriller            ",8.1,"151,340",$0.45M
657,Dancer in the Dark,2000,140 min,"
Crime, Drama, Musical            ",8.0,"97,603",$4.18M
658,All That Jazz,1979,123 min,"
Drama, Music, Musical            ",7.9,"25,954",$37.82M
659,Chinjeolhan geumjassi,2005,115 min,"
Crime, Drama, Thriller            ",7.6,"67,733",$0.21M
660,Ed Wood,1994,127 min,"
Biography, Comedy, Drama            ",7.8,"160,884",$5.89M
661,Fiddler on the Roof,1971,181 min,"
Drama, Family, Musical            ",8.0,"36,975",$80.50M
662,The Remains of the Day,1993,134 min,"
Drama, Romance            ",7.8,"61,352",$22.95M
663,All About Eve,1950,138 min,"
Drama            ",8.2,"114,387",$0.01M
664,Ajeossi,2010,119 min,"
Action, Drama, Thriller            ",7.8,"58,405",$0.01M
665,Double Indemnity,1944,107 min,"
Crime, Drama, Film-Noir            ",8.3,"135,053",$5.72M
666,Blowup,1966,111 min,"
Drama, Mystery, Thriller            ",7.6,"53,206",-
667,Me and Earl and the Dying Girl,2015,105 min,"
Comedy, Drama, Romance            ",7.7,"117,522",$6.74M
668,Thank You for Smoking,2005,92 min,"
Comedy, Drama            ",7.6,"209,214",$24.79M
669,October Sky,1999,108 min,"
Biography, Drama, Family            ",7.8,"78,175",$32.48M
670,Loving Vincent,2017,94 min,"
Animation, Biography, Crime            ",7.8,"45,206",$6.74M
671,Underground,1995,170 min,"
Comedy, Drama, War            ",8.1,"52,821",$0.17M
672,Ordinary People,1980,124 min,"
Drama            ",7.7,"44,317",$54.80M
673,Gully Boy,2019,153 min,"
Drama, Musical            ",8.2,"25,567",$5.57M
674,Victoria,2015,138 min,"
Crime, Drama, Romance            ",7.6,"48,139",-
675,Todo sobre mi madre,1999,101 min,"
Drama            ",7.8,"84,610",$8.26M
676,Chugyeogja,2008,125 min,"
Action, Crime, Thriller            ",7.9,"53,424",-
677,The Iron Giant,1999,86 min,"
Animation, Action, Adventure            ",8.0,"164,279",$23.16M
678,The Great Dictator,1940,125 min,"
Comedy, Drama, War            ",8.4,"191,080",-
679,25th Hour,2002,135 min,"
Drama            ",7.6,"165,563",$13.06M
680,Smultronstället,1957,91 min,"
Drama, Romance            ",8.2,"89,049",-
681,Ying xiong,2002,107 min,"
Action, Adventure, History            ",7.9,"169,800",$53.71M
682,Cabaret,1972,124 min,"
Drama, Musical            ",7.8,"45,886",$42.77M
683,Amour,2012,127 min,"
Drama, Romance            ",7.9,"88,577",$6.74M
684,Fantasia,1940,125 min,"
Animation, Family, Fantasy            ",7.8,"84,795",$76.41M
685,Barton Fink,1991,116 min,"
Comedy, Drama, Thriller            ",7.7,"108,149",$6.15M
686,My Left Foot: The Story of Christy Brown,1989,103 min,"
Biography, Drama            ",7.9,"64,000",$14.74M
687,Sabrina,1954,113 min,"
Comedy, Drama, Romance            ",7.7,"55,936",-
688,Bacheha-Ye aseman,1997,89 min,"
Drama, Family, Sport            ",8.3,"58,808",$0.93M
689,The Right Stuff,1983,193 min,"
Adventure, Biography, Drama            ",7.8,"53,978",$21.50M
690,The Day of the Jackal,1973,143 min,"
Crime, Drama, Thriller            ",7.8,"35,631",$16.06M
691,Detachment,2011,98 min,"
Drama            ",7.7,"72,599",$0.07M
692,Mary and Max,2009,92 min,"
Animation, Comedy, Drama            ",8.1,"157,099",-
693,Andrei Rublev,1966,205 min,"
Biography, Drama, History            ",8.2,"42,390",$0.10M
694,Harold and Maude,1971,91 min,"
Comedy, Drama, Romance            ",7.9,"67,837",-
695,Nebraska,2013,115 min,"
Adventure, Comedy, Drama            ",7.7,"108,585",$17.65M
696,City Lights,1931,87 min,"
Comedy, Drama, Romance            ",8.5,"156,724",$0.02M
697,Tengoku to jigoku,1963,143 min,"
Crime, Drama, Mystery            ",8.5,"27,055",-
698,Papurika,2006,90 min,"
Animation, Drama, Fantasy            ",7.7,"65,346",$0.88M
699,The Last King of Scotland,2006,123 min,"
Biography, Drama, History            ",7.7,"170,055",$17.61M
700,The Life of David Gale,2003,130 min,"
Crime, Drama, Thriller            ",7.6,"104,715",$19.59M
701,Les quatre cents coups,1959,99 min,"
Crime, Drama            ",8.1,"97,647",-
702,The Killing Fields,1984,141 min,"
Biography, Drama, History            ",7.8,"49,297",$34.70M
703,The Maltese Falcon,1941,100 min,"
Film-Noir, Mystery            ",8.0,"144,349",$2.11M
704,Happiness,1998,134 min,"
Comedy, Drama            ",7.7,"64,226",$2.81M
705,Trois couleurs: Bleu,1993,94 min,"
Drama, Music, Mystery            ",7.9,"82,609",$1.32M
706,Belle de jour,1967,100 min,"
Drama            ",7.7,"37,654",$0.03M
707,The Longest Day,1962,178 min,"
Action, Drama, History            ",7.8,"50,519",$39.10M
708,Fanny och Alexander,1982,188 min,"
Drama            ",8.1,"54,109",$4.97M
709,The Straight Story,1999,112 min,"
Biography, Drama            ",8.0,"77,550",$6.20M
710,Nosferatu,1922,94 min,"
Fantasy, Horror            ",7.9,"84,481",-
711,Ikiru,1952,143 min,"
Drama            ",8.3,"62,343",$0.06M
712,Pride,2014,119 min,"
Biography, Comedy, Drama            ",7.8,"48,921",-
713,Kaze tachinu,2013,126 min,"
Animation, Biography, Drama            ",7.8,"65,037",$5.21M
714,Ladri di biciclette,1948,89 min,"
Drama            ",8.3,"135,826",$0.33M
715,From Here to Eternity,1953,118 min,"
Drama, Romance, War            ",7.6,"41,030",$30.50M
716,King Kong,1933,100 min,"
Adventure, Horror, Sci-Fi            ",7.9,"76,074",$10.00M
717,The Wild Bunch,1969,135 min,"
Action, Adventure, Western            ",7.9,"74,532",$12.06M
718,Lola rennt,1998,81 min,"
Crime, Drama, Thriller            ",7.6,"183,121",$7.27M
719,Kubo and the Two Strings,2016,101 min,"
Animation, Action, Adventure            ",7.8,"111,847",$48.02M
720,Mississippi Burning,1988,128 min,"
Crime, Drama, History            ",7.8,"82,693",$34.60M
721,The Manchurian Candidate,1962,126 min,"
Drama, Thriller            ",7.9,"69,188",-
722,Being There,1979,130 min,"
Comedy, Drama            ",8.0,"62,673",$30.18M
723,La Vie En Rose,2007,140 min,"
Biography, Drama, Music            ",7.6,"79,815",$10.30M
724,Pink Floyd: The Wall,1982,95 min,"
Animation, Drama, Fantasy            ",8.0,"73,053",$22.24M
725,Gettysburg,1993,271 min,"
Drama, History, War            ",7.6,"25,192",$10.77M
726,The Secret of NIMH,1982,82 min,"
Animation, Adventure, Drama            ",7.6,"34,657",$10.14M
727,Boksuneun naui geot,2002,129 min,"
Action, Drama, Thriller            ",7.6,"58,964",$0.05M
728,Repulsion,1965,105 min,"
Drama, Horror, Thriller            ",7.7,"46,076",-
729,Uri: The Surgical Strike,2019,138 min,"
Action, Drama, War            ",8.3,"37,936",$4.19M
730,Yôjinbô,1961,110 min,"
Action, Drama, Thriller            ",8.2,"103,542",-
731,Le mépris,1963,103 min,"
Drama, Romance            ",7.6,"26,365",$0.04M
732,En man som heter Ove,2015,116 min,"
Comedy, Drama, Romance            ",7.7,"42,794",$3.36M
733,The African Queen,1951,105 min,"
Adventure, Drama, Romance            ",7.7,"68,726",$0.54M
734,Strangers on a Train,1951,101 min,"
Crime, Film-Noir, Thriller            ",8.0,"118,148",$7.63M
735,Breaking the Waves,1996,159 min,"
Drama            ",7.9,"59,600",$4.04M
736,"I, Daniel Blake",2016,100 min,"
Drama            ",7.9,"48,373",$0.26M
737,The Day the Earth Stood Still,1951,92 min,"
Drama, Sci-Fi            ",7.7,"74,334",-
738,Where Eagles Dare,1968,158 min,"
Action, Adventure, War            ",7.7,"49,348",-
739,Das Cabinet des Dr. Caligari,1920,76 min,"
Fantasy, Horror, Mystery            ",8.1,"53,425",-
740,Zindagi Na Milegi Dobara,2011,155 min,"
Comedy, Drama            ",8.1,"62,548",$3.11M
741,Trois couleurs: Rouge,1994,99 min,"
Drama, Mystery, Romance            ",8.1,"84,165",$4.04M
742,The Treasure of the Sierra Madre,1948,126 min,"
Adventure, Drama, Western            ",8.2,"108,222",$5.01M
743,The Big Sleep,1946,114 min,"
Crime, Film-Noir, Mystery            ",7.9,"75,991",$6.54M
744,Hedwig and the Angry Inch,2001,95 min,"
Comedy, Drama, Music            ",7.7,"30,722",$3.03M
745,Patton,1970,172 min,"
Biography, Drama, War            ",7.9,"90,749",$61.70M
746,K.G.F: Chapter 1,2018,156 min,"
Action, Drama            ",8.2,"28,874",-
747,Anatomy of a Murder,1959,161 min,"
Crime, Drama, Mystery            ",8.0,"56,325",$11.90M
748,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997,87 min,"
Animation, Action, Drama            ",8.1,"33,569",-
749,Delicatessen,1991,99 min,"
Comedy, Crime            ",7.6,"77,474",$1.79M
750,Hable con ella,2002,112 min,"
Drama, Mystery, Romance            ",7.9,"100,585",$9.28M
751,Paper Moon,1973,102 min,"
Comedy, Drama            ",8.0,"39,723",$30.93M
752,Abre los ojos,1997,117 min,"
Drama, Mystery, Sci-Fi            ",7.8,"61,495",$0.37M
753,Bom yeoreum gaeul gyeoul geurigo bom,2003,103 min,"
Drama, Romance            ",8.0,"73,728",$2.38M
754,Le samouraï,1967,105 min,"
Crime, Drama, Mystery            ",8.1,"42,016",$0.04M
755,Dead Man,1995,121 min,"
Adventure, Drama, Fantasy            ",7.6,"86,734",$1.04M
756,Hamlet,1996,242 min,"
Drama            ",7.7,"35,034",$4.41M
757,Fitzcarraldo,1982,158 min,"
Adventure, Drama            ",8.1,"29,150",-
758,On Golden Pond,1981,109 min,"
Drama            ",7.6,"26,334",$119.29M
759,Kelly's Heroes,1970,144 min,"
Adventure, Comedy, War            ",7.6,"43,179",$1.38M
760,La double vie de Véronique,1991,98 min,"
Drama, Fantasy, Music            ",7.8,"38,743",$2.00M
761,Das weiße Band - Eine deutsche Kindergeschichte,2009,144 min,"
Drama, History, Mystery            ",7.8,"65,337",$2.22M
762,Zwartboek,2006,145 min,"
Drama, Thriller, War            ",7.7,"70,234",$4.40M
763,The Night of the Hunter,1955,92 min,"
Crime, Drama, Film-Noir            ",8.0,"77,891",$0.65M
764,Die Welle,2008,107 min,"
Drama, Thriller            ",7.6,"98,472",-
765,Volver,2006,121 min,"
Comedy, Drama            ",7.6,"91,133",$12.90M
766,Notorious,1946,102 min,"
Drama, Film-Noir, Romance            ",7.9,"88,118",$10.46M
767,Waking Life,2001,99 min,"
Animation, Drama, Fantasy            ",7.8,"58,784",$2.89M
768,The Lion in Winter,1968,134 min,"
Biography, Drama, History            ",7.9,"27,893",$22.28M
769,Amarcord,1973,123 min,"
Comedy, Drama            ",7.9,"37,429",-
770,Stagecoach,1939,96 min,"
Adventure, Drama, Western            ",7.9,"40,489",-
771,Short Cuts,1993,188 min,"
Comedy, Drama            ",7.7,"40,777",$6.11M
772,Judgment at Nuremberg,1961,179 min,"
Drama, War            ",8.2,"65,091",-
773,Lagaan: Once Upon a Time in India,2001,224 min,"
Adventure, Drama, Musical            ",8.1,"98,401",$0.07M
774,Un long dimanche de fiançailles,2004,133 min,"
Drama, Mystery, Romance            ",7.6,"69,388",$6.17M
775,East of Eden,1955,118 min,"
Drama            ",7.9,"38,367",-
776,"Aguirre, der Zorn Gottes",1972,95 min,"
Action, Adventure, Biography            ",7.9,"49,176",-
777,Giù la testa,1971,157 min,"
Drama, War, Western            ",7.7,"28,027",-
778,The Best Years of Our Lives,1946,170 min,"
Drama, Romance, War            ",8.0,"55,117",$23.65M
779,The Red Shoes,1948,135 min,"
Drama, Music, Romance            ",8.1,"28,160",$10.90M
780,Once,2007,86 min,"
Drama, Music, Romance            ",7.8,"107,465",$9.44M
781,Le Petit Prince,2015,108 min,"
Animation, Adventure, Drama            ",7.7,"53,079",$1.34M
782,El ángel exterminador,1962,95 min,"
Drama, Fantasy            ",8.1,"27,485",-
783,Freaks,1932,64 min,"
Drama            ",7.9,"40,132",-
784,It Happened One Night,1934,105 min,"
Comedy, Romance            ",8.1,"88,593",$4.36M
785,Vozvrashchenie,2003,110 min,"
Drama            ",8.0,"40,041",$0.50M
786,Good Bye Lenin!,2003,121 min,"
Comedy, Drama, Romance            ",7.7,"132,974",$4.06M
787,Mimi wo sumaseba,1995,111 min,"
Animation, Drama, Family            ",8.0,"43,479",-
788,All Quiet on the Western Front,1930,152 min,"
Drama, War            ",8.0,"55,198",$3.27M
789,The Verdict,1982,129 min,"
Drama            ",7.7,"33,846",$54.00M
790,Forushande,2016,124 min,"
Drama, Thriller            ",7.8,"45,808",$2.40M
791,La leggenda del pianista sull'oceano,1998,169 min,"
Drama, Music, Romance            ",8.1,"55,783",$0.26M
792,Le scaphandre et le papillon,2007,112 min,"
Biography, Drama            ",8.0,"100,523",$5.99M
793,Ayla: The Daughter of War,2017,125 min,"
Biography, Drama, History            ",8.5,"29,907",-
794,"Swades: We, the People",2004,210 min,"
Drama            ",8.2,"78,287",$1.22M
795,Who's Afraid of Virginia Woolf?,1966,131 min,"
Drama            ",8.0,"66,372",-
796,The Grapes of Wrath,1940,129 min,"
Drama, History            ",8.0,"83,298",$0.06M
797,The Philadelphia Story,1940,112 min,"
Comedy, Romance            ",7.9,"60,609",-
798,The Kid,1921,68 min,"
Comedy, Drama, Family            ",8.3,"104,681",$5.45M
799,Withnail & I,1987,107 min,"
Comedy, Drama            ",7.7,"38,137",$1.54M
800,Un prophète,2009,155 min,"
Crime, Drama            ",7.9,"90,272",$2.08M
801,Kumonosu-jô,1957,110 min,"
Drama, History            ",8.1,"42,191",-
802,Song of the Sea,2014,93 min,"
Animation, Adventure, Drama            ",8.1,"47,238",$0.86M
803,Mou gaan dou,2002,101 min,"
Crime, Drama, Mystery            ",8.0,"114,547",$0.17M
804,Tropa de Elite,2007,115 min,"
Action, Crime, Drama            ",8.1,"94,752",$0.01M
805,The Hurricane,1999,146 min,"
Biography, Drama, Sport            ",7.6,"88,601",$50.67M
806,Eskiya,1996,128 min,"
Crime, Drama, Thriller            ",8.3,"59,205",-
807,Babam ve Oglum,2005,108 min,"
Drama, Family            ",8.3,"72,977",-
808,Zulu,1964,138 min,"
Drama, History, War            ",7.7,"34,371",-
809,Les choristes,2004,97 min,"
Drama, Music            ",7.9,"54,762",$3.64M
810,Leviafan,2014,140 min,"
Crime, Drama            ",7.6,"46,042",$1.09M
811,Frankenstein,1931,70 min,"
Drama, Horror, Sci-Fi            ",7.8,"61,663",-
812,Tôkyô monogatari,1953,136 min,"
Drama            ",8.2,"47,459",-
813,The Producers,1967,88 min,"
Comedy, Music            ",7.6,"47,882",$0.11M
814,Trois couleurs: Blanc,1994,92 min,"
Comedy, Drama, Romance            ",7.7,"58,961",$1.46M
815,Under sandet,2015,100 min,"
Drama, History, War            ",7.8,"31,339",$0.44M
816,My Name Is Khan,2010,165 min,"
Drama            ",8.0,"94,274",$4.02M
817,The Message,1976,177 min,"
Biography, Drama, History            ",8.2,"41,481",-
818,Ivanovo detstvo,1962,95 min,"
Drama, War            ",8.1,"28,521",-
819,Dead Man's Shoes,2004,90 min,"
Crime, Drama, Thriller            ",7.6,"47,674",$0.01M
820,Cat on a Hot Tin Roof,1958,108 min,"
Drama            ",8.0,"42,624",$17.57M
821,Watership Down,1978,91 min,"
Animation, Adventure, Drama            ",7.6,"32,255",-
822,Nelyubov,2017,127 min,"
Drama            ",7.6,"26,394",$0.57M
823,Kagemusha,1980,180 min,"
Drama, History, War            ",8.0,"30,100",-
824,Mustang,2015,97 min,"
Drama            ",7.6,"33,096",$0.85M
825,The Hustler,1961,134 min,"
Drama, Sport            ",8.0,"72,662",-
826,Touch of Evil,1958,95 min,"
Crime, Drama, Film-Noir            ",8.0,"95,159",$2.24M
827,Bir Zamanlar Anadolu'da,2011,157 min,"
Crime, Drama            ",7.9,"37,511",$0.14M
828,Shadow of a Doubt,1943,108 min,"
Thriller            ",7.8,"56,232",-
829,Bajrangi Bhaijaan,2015,163 min,"
Action, Comedy, Drama            ",8.0,"67,411",$8.18M
830,"South Park: Bigger, Longer & Uncut",1999,81 min,"
Animation, Comedy, Fantasy            ",7.7,"187,383",$52.01M
831,Bin-jip,2004,88 min,"
Crime, Drama, Romance            ",8.0,"46,936",$0.24M
832,Das Experiment,2001,120 min,"
Drama, Thriller            ",7.7,"88,816",$0.14M
833,Jeux d'enfants,2003,93 min,"
Comedy, Drama, Romance            ",7.6,"65,298",$0.55M
834,Diarios de motocicleta,2004,126 min,"
Adventure, Biography, Drama            ",7.8,"93,685",$16.76M
835,Hannah and Her Sisters,1986,107 min,"
Comedy, Drama            ",7.9,"64,060",$40.08M
836,The Broken Circle Breakdown,2012,111 min,"
Drama, Music, Romance            ",7.8,"37,732",$0.18M
837,Omoide no Mânî,2014,103 min,"
Animation, Drama, Family            ",7.7,"26,824",$0.77M
838,The Station Agent,2003,89 min,"
Comedy, Drama            ",7.6,"65,635",$5.74M
839,Rang De Basanti,2006,167 min,"
Comedy, Drama            ",8.2,"105,138",$2.20M
840,A Christmas Story,1983,94 min,"
Comedy, Family            ",8.0,"126,806",$20.61M
841,The Man Who Would Be King,1975,129 min,"
Adventure, History, War            ",7.8,"42,284",-
842,Invasion of the Body Snatchers,1956,80 min,"
Drama, Horror, Sci-Fi            ",7.7,"42,789",-
843,Mar adentro,2004,126 min,"
Biography, Drama            ",8.0,"74,830",$2.09M
844,Byôsoku 5 senchimêtoru,2007,63 min,"
Animation, Drama, Family            ",7.6,"47,175",-
845,Celda 211,2009,113 min,"
Action, Adventure, Crime            ",7.6,"61,465",-
846,Kakushi-toride no san-akunin,1958,139 min,"
Adventure, Drama            ",8.1,"31,560",-
847,Laura,1944,88 min,"
Drama, Film-Noir, Mystery            ",8.0,"40,404",$4.36M
848,Sholay,1975,204 min,"
Action, Adventure, Comedy            ",8.2,"48,784",-
849,Le notti di Cabiria,1957,110 min,"
Drama            ",8.1,"40,541",$0.75M
850,The Meaning of Life,1983,107 min,"
Comedy, Musical            ",7.6,"109,348",$14.93M
851,Profondo rosso,1975,127 min,"
Horror, Mystery, Thriller            ",7.6,"29,485",-
852,Gegen die Wand,2004,121 min,"
Drama, Romance            ",7.9,"48,778",-
853,Munna Bhai M.B.B.S.,2003,156 min,"
Comedy, Drama, Musical            ",8.1,"69,010",-
854,Viskningar och rop,1972,91 min,"
Drama            ",8.1,"27,724",-
855,"Crna macka, beli macor",1998,127 min,"
Comedy, Crime, Romance            ",8.1,"48,760",$0.35M
856,Frost/Nixon,2008,122 min,"
Biography, Drama, History            ",7.7,"99,329",$18.59M
857,The Adventures of Robin Hood,1938,102 min,"
Action, Adventure, Romance            ",7.9,"45,321",$3.98M
858,Night on Earth,1991,129 min,"
Comedy, Drama            ",7.8,"52,471",$2.02M
859,Hera Pheri,2000,156 min,"
Action, Comedy, Crime            ",8.2,"51,456",-
860,Talvar,2015,132 min,"
Crime, Drama, Mystery            ",8.2,"27,570",$0.34M
861,Inherit the Wind,1960,128 min,"
Biography, Drama, History            ",8.1,"25,866",-
862,Bringing Up Baby,1938,102 min,"
Comedy, Family, Romance            ",7.9,"52,640",-
863,Control,2007,122 min,"
Biography, Drama, Music            ",7.7,"59,526",$0.87M
864,Pierrot le Fou,1965,110 min,"
Crime, Drama, Romance            ",7.6,"26,923",-
865,Kokuhaku,2010,106 min,"
Drama, Thriller            ",7.8,"33,593",-
866,Mysterious Skin,2004,105 min,"
Drama            ",7.6,"63,970",$0.70M
867,His Girl Friday,1940,92 min,"
Comedy, Drama, Romance            ",7.9,"50,596",$0.30M
868,La Strada,1954,108 min,"
Drama            ",8.0,"55,282",-
869,Gilda,1946,110 min,"
Drama, Film-Noir, Romance            ",7.7,"26,112",-
870,Mr. Smith Goes to Washington,1939,129 min,"
Comedy, Drama            ",8.1,"101,967",$9.60M
871,Les diaboliques,1955,117 min,"
Crime, Drama, Horror            ",8.0,"58,988",-
872,Stalag 17,1953,120 min,"
Comedy, Drama, War            ",8.0,"49,392",-
873,The 39 Steps,1935,86 min,"
Film-Noir, Mystery, Thriller            ",7.7,"48,870",-
874,Yeopgijeogin geunyeo,2001,123 min,"
Comedy, Drama, Romance            ",8.0,"43,662",-
875,Jûbê ninpûchô,1993,94 min,"
Animation, Action, Adventure            ",7.9,"32,992",-
876,Sleuth,1972,138 min,"
Mystery, Thriller            ",8.0,"43,174",-
877,Darbareye Elly,2009,119 min,"
Drama, Mystery, Thriller            ",8.0,"41,203",$0.11M
878,Once Were Warriors,1994,102 min,"
Crime, Drama            ",7.9,"30,301",$2.20M
879,Festen,1998,105 min,"
Drama            ",8.0,"75,215",$1.65M
880,Peeping Tom,1960,101 min,"
Drama, Horror, Thriller            ",7.7,"28,601",$0.08M
881,Ookami kodomo no Ame to Yuki,2012,117 min,"
Animation, Drama, Family            ",8.1,"35,120",-
882,Lilja 4-ever,2002,109 min,"
Crime, Drama            ",7.8,"41,037",$0.18M
883,Dabba,2013,104 min,"
Drama, Romance            ",7.8,"44,822",$4.23M
884,Out of the Past,1947,97 min,"
Crime, Drama, Film-Noir            ",8.0,"30,647",-
885,The World's Fastest Indian,2005,127 min,"
Biography, Drama, Sport            ",7.8,"50,325",$5.13M
